flight_no,airline,destination,departure_time,flight_status
CX101,Cathay Pacific,Hong Kong,2024-04-23 10:30:00,On Time
NH880,ANA,Tokyo,2024-04-23 11:17:00,On Time
KE601,Korean Air,Seoul,2024-04-23 11:33:00,On Time
QF7,Qantas,Los Angeles,2024-04-23 11:52:00,On Time
QF1,Qantas,Singapore,2024-04-23 16:31:00,On Time
UA839,United Airlines,Los Angeles,2024-04-23 21:00:00,On Time
EK413,Emirates,Dubai,2024-04-23 21:12:00,On Time
GA715,Garuda Indonesia,Bali,2024-04-24 07:28:00,Delayed
SQ211,Singapore Airlines,Singapore,2024-04-24 08:03:00,On Time
TG476,Thai Airways,Bangkok,2024-04-24 09:00:00,On Time
MU502,China Eastern,Shanghai,2024-04-24 09:15:00,On Time
PR211,Philippine Airlines,Manila,2024-04-24 09:31:00,On Time
OZ602,Asiana Airlines,Seoul,2024-04-24 09:40:00,On Time
JL771,Japan Airlines,Tokyo,2024-04-24 10:00:00,Delayed
CX101,Cathay Pacific,Hong Kong,2024-04-24 10:31:00,On Time
KE601,Korean Air,Seoul,2024-04-24 11:25:00,On Time
QF7,Qantas,Los Angeles,2024-04-24 11:58:00,Cancelled
SQ213,Singapore Airlines,Singapore,2024-04-24 13:31:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-04-24 15:45:00,On Time
QF1,Qantas,Singapore,2024-04-24 16:28:00,On Time
QR007,Qatar Airways,Doha,2024-04-24 20:44:00,On Time
EK413,Emirates,Dubai,2024-04-24 21:07:00,On Time
GA715,Garuda Indonesia,Bali,2024-04-25 07:31:00,On Time
TR13,Scoot,Singapore,2024-04-25 07:44:00,Cancelled
SQ211,Singapore Airlines,Singapore,2024-04-25 08:01:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-04-25 08:45:00,On Time
TG476,Thai Airways,Bangkok,2024-04-25 09:02:00,On Time
MU502,China Eastern,Shanghai,2024-04-25 09:12:00,On Time
JL771,Japan Airlines,Tokyo,2024-04-25 10:05:00,On Time
CA781,Air China,Beijing,2024-04-25 10:05:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-04-25 10:25:00,On Time
NH880,ANA,Tokyo,2024-04-25 11:14:00,On Time
KE601,Korean Air,Seoul,2024-04-25 11:32:00,On Time
QF7,Qantas,Los Angeles,2024-04-25 11:51:00,On Time
SQ213,Singapore Airlines,Singapore,2024-04-25 13:28:00,On Time
QF1,Qantas,Singapore,2024-04-25 16:31:00,On Time
UA839,United Airlines,Los Angeles,2024-04-25 21:02:00,Delayed
EK413,Emirates,Dubai,2024-04-25 21:10:00,On Time
GA715,Garuda Indonesia,Bali,2024-04-26 07:32:00,On Time
SQ211,Singapore Airlines,Singapore,2024-04-26 08:01:00,On Time
5J32,Cebu Pacific,Manila,2024-04-26 08:05:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-04-26 08:46:00,On Time
MU502,China Eastern,Shanghai,2024-04-26 09:16:00,On Time
PR211,Philippine Airlines,Manila,2024-04-26 09:33:00,On Time
OZ602,Asiana Airlines,Seoul,2024-04-26 09:43:00,On Time
JL771,Japan Airlines,Tokyo,2024-04-26 09:56:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-04-26 10:33:00,On Time
KE601,Korean Air,Seoul,2024-04-26 11:29:00,On Time
QF7,Qantas,Los Angeles,2024-04-26 11:56:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-04-26 15:42:00,On Time
QF1,Qantas,Singapore,2024-04-26 16:25:00,Delayed
QR007,Qatar Airways,Doha,2024-04-26 20:46:00,On Time
EK413,Emirates,Dubai,2024-04-26 21:15:00,On Time
GA715,Garuda Indonesia,Bali,2024-04-27 07:27:00,On Time
TR13,Scoot,Singapore,2024-04-27 07:48:00,Delayed
SQ211,Singapore Airlines,Singapore,2024-04-27 07:57:00,On Time
TG476,Thai Airways,Bangkok,2024-04-27 08:58:00,On Time
MU502,China Eastern,Shanghai,2024-04-27 09:10:00,On Time
PR211,Philippine Airlines,Manila,2024-04-27 09:31:00,On Time
OZ602,Asiana Airlines,Seoul,2024-04-27 09:45:00,On Time
JL771,Japan Airlines,Tokyo,2024-04-27 10:04:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-04-27 10:29:00,On Time
NH880,ANA,Tokyo,2024-04-27 11:16:00,Cancelled
KE601,Korean Air,Seoul,2024-04-27 11:34:00,Delayed
QF7,Qantas,Los Angeles,2024-04-27 11:54:00,Delayed
SQ213,Singapore Airlines,Singapore,2024-04-27 13:26:00,On Time
QF1,Qantas,Singapore,2024-04-27 16:27:00,On Time
UA839,United Airlines,Los Angeles,2024-04-27 21:03:00,On Time
EK413,Emirates,Dubai,2024-04-27 21:06:00,Delayed
GA715,Garuda Indonesia,Bali,2024-04-28 07:30:00,On Time
5J32,Cebu Pacific,Manila,2024-04-28 07:58:00,On Time
SQ211,Singapore Airlines,Singapore,2024-04-28 08:00:00,Delayed
MH122,Malaysia Airlines,Kuala Lumpur,2024-04-28 08:43:00,On Time
TG476,Thai Airways,Bangkok,2024-04-28 08:55:00,On Time
MU502,China Eastern,Shanghai,2024-04-28 09:13:00,On Time
PR211,Philippine Airlines,Manila,2024-04-28 09:26:00,On Time
OZ602,Asiana Airlines,Seoul,2024-04-28 09:49:00,On Time
CA781,Air China,Beijing,2024-04-28 09:59:00,On Time
JL771,Japan Airlines,Tokyo,2024-04-28 10:02:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-04-28 10:26:00,On Time
NH880,ANA,Tokyo,2024-04-28 11:16:00,On Time
KE601,Korean Air,Seoul,2024-04-28 11:28:00,On Time
QF7,Qantas,Los Angeles,2024-04-28 11:56:00,On Time
SQ213,Singapore Airlines,Singapore,2024-04-28 13:29:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-04-28 15:48:00,On Time
QF1,Qantas,Singapore,2024-04-28 16:25:00,On Time
QR007,Qatar Airways,Doha,2024-04-28 20:48:00,On Time
UA839,United Airlines,Los Angeles,2024-04-28 21:02:00,On Time
EK413,Emirates,Dubai,2024-04-28 21:10:00,Delayed
GA715,Garuda Indonesia,Bali,2024-04-29 07:28:00,On Time
SQ211,Singapore Airlines,Singapore,2024-04-29 07:58:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-04-29 08:42:00,On Time
TG476,Thai Airways,Bangkok,2024-04-29 09:05:00,On Time
MU502,China Eastern,Shanghai,2024-04-29 09:13:00,On Time
PR211,Philippine Airlines,Manila,2024-04-29 09:30:00,On Time
OZ602,Asiana Airlines,Seoul,2024-04-29 09:45:00,On Time
JL771,Japan Airlines,Tokyo,2024-04-29 09:58:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-04-29 10:26:00,On Time
KE601,Korean Air,Seoul,2024-04-29 11:35:00,Delayed
QF7,Qantas,Los Angeles,2024-04-29 11:56:00,On Time
SQ213,Singapore Airlines,Singapore,2024-04-29 13:32:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-04-29 15:48:00,On Time
QF1,Qantas,Singapore,2024-04-29 16:26:00,On Time
QR007,Qatar Airways,Doha,2024-04-29 20:42:00,Delayed
EK413,Emirates,Dubai,2024-04-29 21:15:00,On Time
GA715,Garuda Indonesia,Bali,2024-04-30 07:25:00,On Time
TR13,Scoot,Singapore,2024-04-30 07:50:00,On Time
5J32,Cebu Pacific,Manila,2024-04-30 07:57:00,On Time
SQ211,Singapore Airlines,Singapore,2024-04-30 07:59:00,Delayed
MH122,Malaysia Airlines,Kuala Lumpur,2024-04-30 08:50:00,On Time
MU502,China Eastern,Shanghai,2024-04-30 09:19:00,On Time
JL771,Japan Airlines,Tokyo,2024-04-30 10:05:00,On Time
CA781,Air China,Beijing,2024-04-30 10:05:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-04-30 10:25:00,On Time
NH880,ANA,Tokyo,2024-04-30 11:18:00,On Time
KE601,Korean Air,Seoul,2024-04-30 11:35:00,On Time
QF7,Qantas,Los Angeles,2024-04-30 11:53:00,On Time
QF1,Qantas,Singapore,2024-04-30 16:26:00,On Time
UA839,United Airlines,Los Angeles,2024-04-30 21:02:00,On Time
EK413,Emirates,Dubai,2024-04-30 21:12:00,On Time
GA715,Garuda Indonesia,Bali,2024-05-01 07:27:00,On Time
SQ211,Singapore Airlines,Singapore,2024-05-01 08:01:00,On Time
TG476,Thai Airways,Bangkok,2024-05-01 09:04:00,On Time
MU502,China Eastern,Shanghai,2024-05-01 09:17:00,On Time
PR211,Philippine Airlines,Manila,2024-05-01 09:31:00,On Time
OZ602,Asiana Airlines,Seoul,2024-05-01 09:43:00,Delayed
JL771,Japan Airlines,Tokyo,2024-05-01 09:56:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-05-01 10:27:00,On Time
KE601,Korean Air,Seoul,2024-05-01 11:33:00,On Time
QF7,Qantas,Los Angeles,2024-05-01 11:54:00,Delayed
SQ213,Singapore Airlines,Singapore,2024-05-01 13:27:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-05-01 15:49:00,On Time
QF1,Qantas,Singapore,2024-05-01 16:34:00,On Time
QR007,Qatar Airways,Doha,2024-05-01 20:42:00,Delayed
EK413,Emirates,Dubai,2024-05-01 21:09:00,On Time
GA715,Garuda Indonesia,Bali,2024-05-02 07:33:00,Delayed
TR13,Scoot,Singapore,2024-05-02 07:45:00,On Time
SQ211,Singapore Airlines,Singapore,2024-05-02 07:55:00,Delayed
MH122,Malaysia Airlines,Kuala Lumpur,2024-05-02 08:47:00,On Time
TG476,Thai Airways,Bangkok,2024-05-02 08:55:00,On Time
MU502,China Eastern,Shanghai,2024-05-02 09:12:00,Delayed
JL771,Japan Airlines,Tokyo,2024-05-02 09:57:00,On Time
CA781,Air China,Beijing,2024-05-02 10:00:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-05-02 10:30:00,Delayed
NH880,ANA,Tokyo,2024-05-02 11:20:00,On Time
KE601,Korean Air,Seoul,2024-05-02 11:31:00,On Time
QF7,Qantas,Los Angeles,2024-05-02 11:55:00,On Time
SQ213,Singapore Airlines,Singapore,2024-05-02 13:26:00,On Time
QF1,Qantas,Singapore,2024-05-02 16:32:00,Delayed
UA839,United Airlines,Los Angeles,2024-05-02 20:55:00,On Time
EK413,Emirates,Dubai,2024-05-02 21:07:00,On Time
GA715,Garuda Indonesia,Bali,2024-05-03 07:28:00,On Time
SQ211,Singapore Airlines,Singapore,2024-05-03 08:01:00,On Time
5J32,Cebu Pacific,Manila,2024-05-03 08:05:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-05-03 08:50:00,On Time
MU502,China Eastern,Shanghai,2024-05-03 09:20:00,On Time
PR211,Philippine Airlines,Manila,2024-05-03 09:33:00,On Time
OZ602,Asiana Airlines,Seoul,2024-05-03 09:50:00,On Time
JL771,Japan Airlines,Tokyo,2024-05-03 09:58:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-05-03 10:28:00,On Time
KE601,Korean Air,Seoul,2024-05-03 11:32:00,On Time
QF7,Qantas,Los Angeles,2024-05-03 11:59:00,Delayed
CX103,Cathay Pacific,Hong Kong,2024-05-03 15:43:00,Delayed
QF1,Qantas,Singapore,2024-05-03 16:29:00,On Time
QR007,Qatar Airways,Doha,2024-05-03 20:50:00,Delayed
EK413,Emirates,Dubai,2024-05-03 21:11:00,On Time
GA715,Garuda Indonesia,Bali,2024-05-04 07:33:00,On Time
TR13,Scoot,Singapore,2024-05-04 07:44:00,On Time
SQ211,Singapore Airlines,Singapore,2024-05-04 07:58:00,On Time
TG476,Thai Airways,Bangkok,2024-05-04 09:02:00,On Time
MU502,China Eastern,Shanghai,2024-05-04 09:13:00,On Time
PR211,Philippine Airlines,Manila,2024-05-04 09:33:00,On Time
OZ602,Asiana Airlines,Seoul,2024-05-04 09:50:00,On Time
JL771,Japan Airlines,Tokyo,2024-05-04 10:04:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-05-04 10:26:00,On Time
NH880,ANA,Tokyo,2024-05-04 11:20:00,Delayed
KE601,Korean Air,Seoul,2024-05-04 11:33:00,On Time
QF7,Qantas,Los Angeles,2024-05-04 11:54:00,On Time
SQ213,Singapore Airlines,Singapore,2024-05-04 13:29:00,On Time
QF1,Qantas,Singapore,2024-05-04 16:26:00,On Time
UA839,United Airlines,Los Angeles,2024-05-04 20:55:00,On Time
EK413,Emirates,Dubai,2024-05-04 21:10:00,On Time
GA715,Garuda Indonesia,Bali,2024-05-05 07:26:00,On Time
SQ211,Singapore Airlines,Singapore,2024-05-05 07:55:00,On Time
5J32,Cebu Pacific,Manila,2024-05-05 08:03:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-05-05 08:40:00,On Time
TG476,Thai Airways,Bangkok,2024-05-05 09:05:00,On Time
MU502,China Eastern,Shanghai,2024-05-05 09:20:00,On Time
PR211,Philippine Airlines,Manila,2024-05-05 09:29:00,Delayed
OZ602,Asiana Airlines,Seoul,2024-05-05 09:48:00,On Time
CA781,Air China,Beijing,2024-05-05 10:02:00,On Time
JL771,Japan Airlines,Tokyo,2024-05-05 10:03:00,Delayed
CX101,Cathay Pacific,Hong Kong,2024-05-05 10:26:00,On Time
NH880,ANA,Tokyo,2024-05-05 11:20:00,On Time
KE601,Korean Air,Seoul,2024-05-05 11:32:00,On Time
QF7,Qantas,Los Angeles,2024-05-05 11:56:00,On Time
SQ213,Singapore Airlines,Singapore,2024-05-05 13:30:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-05-05 15:46:00,On Time
QF1,Qantas,Singapore,2024-05-05 16:35:00,On Time
QR007,Qatar Airways,Doha,2024-05-05 20:40:00,Cancelled
UA839,United Airlines,Los Angeles,2024-05-05 21:04:00,On Time
EK413,Emirates,Dubai,2024-05-05 21:14:00,On Time
GA715,Garuda Indonesia,Bali,2024-05-06 07:34:00,On Time
SQ211,Singapore Airlines,Singapore,2024-05-06 07:57:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-05-06 08:48:00,On Time
TG476,Thai Airways,Bangkok,2024-05-06 09:03:00,On Time
MU502,China Eastern,Shanghai,2024-05-06 09:12:00,Delayed
PR211,Philippine Airlines,Manila,2024-05-06 09:28:00,On Time
OZ602,Asiana Airlines,Seoul,2024-05-06 09:40:00,Delayed
JL771,Japan Airlines,Tokyo,2024-05-06 09:57:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-05-06 10:30:00,Delayed
KE601,Korean Air,Seoul,2024-05-06 11:27:00,On Time
QF7,Qantas,Los Angeles,2024-05-06 11:51:00,On Time
SQ213,Singapore Airlines,Singapore,2024-05-06 13:32:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-05-06 15:50:00,On Time
QF1,Qantas,Singapore,2024-05-06 16:25:00,On Time
QR007,Qatar Airways,Doha,2024-05-06 20:46:00,On Time
EK413,Emirates,Dubai,2024-05-06 21:05:00,Delayed
GA715,Garuda Indonesia,Bali,2024-05-07 07:26:00,On Time
TR13,Scoot,Singapore,2024-05-07 07:41:00,On Time
SQ211,Singapore Airlines,Singapore,2024-05-07 08:01:00,On Time
5J32,Cebu Pacific,Manila,2024-05-07 08:02:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-05-07 08:42:00,On Time
MU502,China Eastern,Shanghai,2024-05-07 09:11:00,On Time
CA781,Air China,Beijing,2024-05-07 10:01:00,On Time
JL771,Japan Airlines,Tokyo,2024-05-07 10:04:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-05-07 10:25:00,On Time
NH880,ANA,Tokyo,2024-05-07 11:18:00,On Time
KE601,Korean Air,Seoul,2024-05-07 11:32:00,On Time
QF7,Qantas,Los Angeles,2024-05-07 11:58:00,On Time
QF1,Qantas,Singapore,2024-05-07 16:34:00,Delayed
UA839,United Airlines,Los Angeles,2024-05-07 21:05:00,On Time
EK413,Emirates,Dubai,2024-05-07 21:05:00,On Time
GA715,Garuda Indonesia,Bali,2024-05-08 07:26:00,On Time
SQ211,Singapore Airlines,Singapore,2024-05-08 07:59:00,Delayed
TG476,Thai Airways,Bangkok,2024-05-08 09:01:00,On Time
MU502,China Eastern,Shanghai,2024-05-08 09:19:00,On Time
PR211,Philippine Airlines,Manila,2024-05-08 09:31:00,On Time
OZ602,Asiana Airlines,Seoul,2024-05-08 09:47:00,On Time
JL771,Japan Airlines,Tokyo,2024-05-08 09:55:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-05-08 10:34:00,On Time
KE601,Korean Air,Seoul,2024-05-08 11:27:00,On Time
QF7,Qantas,Los Angeles,2024-05-08 11:51:00,Delayed
SQ213,Singapore Airlines,Singapore,2024-05-08 13:35:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-05-08 15:46:00,Delayed
QF1,Qantas,Singapore,2024-05-08 16:25:00,On Time
QR007,Qatar Airways,Doha,2024-05-08 20:48:00,On Time
EK413,Emirates,Dubai,2024-05-08 21:09:00,Delayed
GA715,Garuda Indonesia,Bali,2024-05-09 07:25:00,Delayed
TR13,Scoot,Singapore,2024-05-09 07:46:00,On Time
SQ211,Singapore Airlines,Singapore,2024-05-09 08:00:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-05-09 08:47:00,On Time
TG476,Thai Airways,Bangkok,2024-05-09 09:05:00,Cancelled
MU502,China Eastern,Shanghai,2024-05-09 09:14:00,On Time
JL771,Japan Airlines,Tokyo,2024-05-09 09:56:00,On Time
CA781,Air China,Beijing,2024-05-09 09:59:00,Delayed
CX101,Cathay Pacific,Hong Kong,2024-05-09 10:35:00,On Time
NH880,ANA,Tokyo,2024-05-09 11:12:00,Delayed
KE601,Korean Air,Seoul,2024-05-09 11:25:00,On Time
QF7,Qantas,Los Angeles,2024-05-09 11:56:00,On Time
SQ213,Singapore Airlines,Singapore,2024-05-09 13:33:00,On Time
QF1,Qantas,Singapore,2024-05-09 16:30:00,On Time
UA839,United Airlines,Los Angeles,2024-05-09 21:05:00,On Time
EK413,Emirates,Dubai,2024-05-09 21:06:00,On Time
GA715,Garuda Indonesia,Bali,2024-05-10 07:31:00,On Time
SQ211,Singapore Airlines,Singapore,2024-05-10 08:01:00,On Time
5J32,Cebu Pacific,Manila,2024-05-10 08:05:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-05-10 08:48:00,On Time
MU502,China Eastern,Shanghai,2024-05-10 09:17:00,On Time
PR211,Philippine Airlines,Manila,2024-05-10 09:35:00,On Time
OZ602,Asiana Airlines,Seoul,2024-05-10 09:47:00,On Time
JL771,Japan Airlines,Tokyo,2024-05-10 09:57:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-05-10 10:27:00,On Time
KE601,Korean Air,Seoul,2024-05-10 11:28:00,On Time
QF7,Qantas,Los Angeles,2024-05-10 12:00:00,Delayed
CX103,Cathay Pacific,Hong Kong,2024-05-10 15:40:00,On Time
QF1,Qantas,Singapore,2024-05-10 16:32:00,On Time
QR007,Qatar Airways,Doha,2024-05-10 20:44:00,On Time
EK413,Emirates,Dubai,2024-05-10 21:05:00,On Time
GA715,Garuda Indonesia,Bali,2024-05-11 07:34:00,On Time
TR13,Scoot,Singapore,2024-05-11 07:45:00,On Time
SQ211,Singapore Airlines,Singapore,2024-05-11 07:57:00,On Time
TG476,Thai Airways,Bangkok,2024-05-11 09:04:00,On Time
MU502,China Eastern,Shanghai,2024-05-11 09:16:00,On Time
PR211,Philippine Airlines,Manila,2024-05-11 09:33:00,On Time
OZ602,Asiana Airlines,Seoul,2024-05-11 09:48:00,On Time
JL771,Japan Airlines,Tokyo,2024-05-11 09:55:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-05-11 10:26:00,On Time
NH880,ANA,Tokyo,2024-05-11 11:15:00,Delayed
KE601,Korean Air,Seoul,2024-05-11 11:30:00,Delayed
QF7,Qantas,Los Angeles,2024-05-11 11:51:00,On Time
SQ213,Singapore Airlines,Singapore,2024-05-11 13:35:00,Delayed
QF1,Qantas,Singapore,2024-05-11 16:28:00,On Time
UA839,United Airlines,Los Angeles,2024-05-11 20:57:00,On Time
EK413,Emirates,Dubai,2024-05-11 21:15:00,On Time
GA715,Garuda Indonesia,Bali,2024-05-12 07:33:00,On Time
SQ211,Singapore Airlines,Singapore,2024-05-12 08:03:00,On Time
5J32,Cebu Pacific,Manila,2024-05-12 08:04:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-05-12 08:40:00,On Time
TG476,Thai Airways,Bangkok,2024-05-12 08:59:00,Cancelled
MU502,China Eastern,Shanghai,2024-05-12 09:16:00,On Time
PR211,Philippine Airlines,Manila,2024-05-12 09:25:00,On Time
OZ602,Asiana Airlines,Seoul,2024-05-12 09:50:00,Delayed
JL771,Japan Airlines,Tokyo,2024-05-12 09:59:00,Delayed
CA781,Air China,Beijing,2024-05-12 10:03:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-05-12 10:26:00,Delayed
NH880,ANA,Tokyo,2024-05-12 11:10:00,On Time
KE601,Korean Air,Seoul,2024-05-12 11:25:00,On Time
QF7,Qantas,Los Angeles,2024-05-12 11:59:00,On Time
SQ213,Singapore Airlines,Singapore,2024-05-12 13:27:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-05-12 15:42:00,Delayed
QF1,Qantas,Singapore,2024-05-12 16:27:00,On Time
QR007,Qatar Airways,Doha,2024-05-12 20:49:00,On Time
UA839,United Airlines,Los Angeles,2024-05-12 20:58:00,On Time
EK413,Emirates,Dubai,2024-05-12 21:11:00,On Time
GA715,Garuda Indonesia,Bali,2024-05-13 07:28:00,On Time
SQ211,Singapore Airlines,Singapore,2024-05-13 07:57:00,Delayed
MH122,Malaysia Airlines,Kuala Lumpur,2024-05-13 08:48:00,On Time
TG476,Thai Airways,Bangkok,2024-05-13 09:01:00,Delayed
MU502,China Eastern,Shanghai,2024-05-13 09:14:00,Delayed
PR211,Philippine Airlines,Manila,2024-05-13 09:30:00,On Time
OZ602,Asiana Airlines,Seoul,2024-05-13 09:50:00,On Time
JL771,Japan Airlines,Tokyo,2024-05-13 09:59:00,Delayed
CX101,Cathay Pacific,Hong Kong,2024-05-13 10:34:00,On Time
KE601,Korean Air,Seoul,2024-05-13 11:34:00,On Time
QF7,Qantas,Los Angeles,2024-05-13 11:57:00,Delayed
SQ213,Singapore Airlines,Singapore,2024-05-13 13:31:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-05-13 15:43:00,On Time
QF1,Qantas,Singapore,2024-05-13 16:28:00,On Time
QR007,Qatar Airways,Doha,2024-05-13 20:46:00,On Time
EK413,Emirates,Dubai,2024-05-13 21:05:00,On Time
GA715,Garuda Indonesia,Bali,2024-05-14 07:33:00,On Time
TR13,Scoot,Singapore,2024-05-14 07:47:00,On Time
SQ211,Singapore Airlines,Singapore,2024-05-14 07:58:00,On Time
5J32,Cebu Pacific,Manila,2024-05-14 08:01:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-05-14 08:50:00,On Time
MU502,China Eastern,Shanghai,2024-05-14 09:12:00,On Time
JL771,Japan Airlines,Tokyo,2024-05-14 10:00:00,On Time
CA781,Air China,Beijing,2024-05-14 10:02:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-05-14 10:29:00,Delayed
NH880,ANA,Tokyo,2024-05-14 11:15:00,On Time
KE601,Korean Air,Seoul,2024-05-14 11:32:00,Delayed
QF7,Qantas,Los Angeles,2024-05-14 11:53:00,On Time
QF1,Qantas,Singapore,2024-05-14 16:30:00,On Time
UA839,United Airlines,Los Angeles,2024-05-14 21:01:00,On Time
EK413,Emirates,Dubai,2024-05-14 21:09:00,On Time
GA715,Garuda Indonesia,Bali,2024-05-15 07:33:00,On Time
SQ211,Singapore Airlines,Singapore,2024-05-15 07:55:00,On Time
TG476,Thai Airways,Bangkok,2024-05-15 09:01:00,On Time
MU502,China Eastern,Shanghai,2024-05-15 09:18:00,On Time
PR211,Philippine Airlines,Manila,2024-05-15 09:27:00,On Time
OZ602,Asiana Airlines,Seoul,2024-05-15 09:43:00,On Time
JL771,Japan Airlines,Tokyo,2024-05-15 10:02:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-05-15 10:28:00,On Time
KE601,Korean Air,Seoul,2024-05-15 11:27:00,On Time
QF7,Qantas,Los Angeles,2024-05-15 12:00:00,On Time
SQ213,Singapore Airlines,Singapore,2024-05-15 13:33:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-05-15 15:49:00,On Time
QF1,Qantas,Singapore,2024-05-15 16:31:00,On Time
QR007,Qatar Airways,Doha,2024-05-15 20:50:00,On Time
EK413,Emirates,Dubai,2024-05-15 21:09:00,Delayed
GA715,Garuda Indonesia,Bali,2024-05-16 07:31:00,On Time
TR13,Scoot,Singapore,2024-05-16 07:40:00,On Time
SQ211,Singapore Airlines,Singapore,2024-05-16 07:59:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-05-16 08:47:00,On Time
TG476,Thai Airways,Bangkok,2024-05-16 09:02:00,On Time
MU502,China Eastern,Shanghai,2024-05-16 09:18:00,On Time
CA781,Air China,Beijing,2024-05-16 10:03:00,On Time
JL771,Japan Airlines,Tokyo,2024-05-16 10:05:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-05-16 10:29:00,Delayed
NH880,ANA,Tokyo,2024-05-16 11:15:00,On Time
KE601,Korean Air,Seoul,2024-05-16 11:32:00,On Time
QF7,Qantas,Los Angeles,2024-05-16 11:52:00,On Time
SQ213,Singapore Airlines,Singapore,2024-05-16 13:26:00,Delayed
QF1,Qantas,Singapore,2024-05-16 16:27:00,On Time
UA839,United Airlines,Los Angeles,2024-05-16 20:59:00,On Time
EK413,Emirates,Dubai,2024-05-16 21:10:00,On Time
GA715,Garuda Indonesia,Bali,2024-05-17 07:33:00,Delayed
SQ211,Singapore Airlines,Singapore,2024-05-17 07:56:00,On Time
5J32,Cebu Pacific,Manila,2024-05-17 08:02:00,On Time
MH122,Malaysia Airlines,Kuala Lumpur,2024-05-17 08:44:00,On Time
MU502,China Eastern,Shanghai,2024-05-17 09:12:00,On Time
PR211,Philippine Airlines,Manila,2024-05-17 09:35:00,On Time
OZ602,Asiana Airlines,Seoul,2024-05-17 09:44:00,Delayed
JL771,Japan Airlines,Tokyo,2024-05-17 10:02:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-05-17 10:35:00,On Time
KE601,Korean Air,Seoul,2024-05-17 11:27:00,On Time
QF7,Qantas,Los Angeles,2024-05-17 11:54:00,On Time
CX103,Cathay Pacific,Hong Kong,2024-05-17 15:44:00,On Time
QF1,Qantas,Singapore,2024-05-17 16:28:00,On Time
QR007,Qatar Airways,Doha,2024-05-17 20:41:00,Delayed
EK413,Emirates,Dubai,2024-05-17 21:09:00,On Time
GA715,Garuda Indonesia,Bali,2024-05-18 07:31:00,On Time
TR13,Scoot,Singapore,2024-05-18 07:41:00,Delayed
SQ211,Singapore Airlines,Singapore,2024-05-18 08:05:00,Delayed
TG476,Thai Airways,Bangkok,2024-05-18 08:59:00,On Time
MU502,China Eastern,Shanghai,2024-05-18 09:16:00,On Time
PR211,Philippine Airlines,Manila,2024-05-18 09:31:00,On Time
OZ602,Asiana Airlines,Seoul,2024-05-18 09:45:00,On Time
JL771,Japan Airlines,Tokyo,2024-05-18 10:01:00,On Time
CX101,Cathay Pacific,Hong Kong,2024-05-18 10:29:00,Delayed
NH880,ANA,Tokyo,2024-05-18 11:16:00,On Time
KE601,Korean Air,Seoul,2024-05-18 11:27:00,On Time
QF7,Qantas,Los Angeles,2024-05-18 11:53:00,On Time
