flight_id,flight_no,airline,destination,departure_time,flight_status
FL-1702,OZ602,Asiana Airlines,Seoul,2024-04-15 09:50:00,On Time
FL-1703,JL771,Japan Airlines,Tokyo,2024-04-15 10:01:00,Delayed
FL-1704,CX101,Cathay Pacific,Hong Kong,2024-04-15 10:26:00,On Time
FL-1705,KE601,Korean Air,Seoul,2024-04-15 11:26:00,On Time
FL-1706,QF7,Qantas,Los Angeles,2024-04-15 11:55:00,On Time
FL-1707,SQ213,Singapore Airlines,Singapore,2024-04-15 13:35:00,On Time
FL-1708,CX103,Cathay Pacific,Hong Kong,2024-04-15 15:50:00,Delayed
FL-1709,QF1,Qantas,Singapore,2024-04-15 16:35:00,On Time
FL-1710,QR007,Qatar Airways,Doha,2024-04-15 20:45:00,Delayed
FL-1711,EK413,Emirates,Dubai,2024-04-15 21:07:00,On Time
FL-1712,GA715,Garuda Indonesia,Bali,2024-04-16 07:30:00,On Time
FL-1713,TR13,Scoot,Singapore,2024-04-16 07:50:00,On Time
FL-1714,SQ211,Singapore Airlines,Singapore,2024-04-16 07:57:00,On Time
FL-1715,5J32,Cebu Pacific,Manila,2024-04-16 07:59:00,On Time
FL-1716,MH122,Malaysia Airlines,Kuala Lumpur,2024-04-16 08:47:00,On Time
FL-1717,MU502,China Eastern,Shanghai,2024-04-16 09:16:00,Delayed
FL-1718,CA781,Air China,Beijing,2024-04-16 09:56:00,Cancelled
FL-1719,JL771,Japan Airlines,Tokyo,2024-04-16 09:59:00,On Time
FL-1720,CX101,Cathay Pacific,Hong Kong,2024-04-16 10:28:00,On Time
FL-1721,NH880,ANA,Tokyo,2024-04-16 11:18:00,Delayed
FL-1722,KE601,Korean Air,Seoul,2024-04-16 11:34:00,On Time
FL-1723,QF7,Qantas,Los Angeles,2024-04-16 11:55:00,On Time
FL-1724,QF1,Qantas,Singapore,2024-04-16 16:35:00,On Time
FL-1725,UA839,United Airlines,Los Angeles,2024-04-16 21:03:00,On Time
FL-1726,EK413,Emirates,Dubai,2024-04-16 21:10:00,On Time
FL-1727,GA715,Garuda Indonesia,Bali,2024-04-17 07:25:00,On Time
FL-1728,SQ211,Singapore Airlines,Singapore,2024-04-17 08:00:00,On Time
FL-1729,TG476,Thai Airways,Bangkok,2024-04-17 08:58:00,Delayed
FL-1730,MU502,China Eastern,Shanghai,2024-04-17 09:13:00,On Time
FL-1731,PR211,Philippine Airlines,Manila,2024-04-17 09:28:00,On Time
FL-1732,OZ602,Asiana Airlines,Seoul,2024-04-17 09:46:00,On Time
FL-1733,JL771,Japan Airlines,Tokyo,2024-04-17 09:55:00,On Time
FL-1734,CX101,Cathay Pacific,Hong Kong,2024-04-17 10:33:00,On Time
FL-1735,KE601,Korean Air,Seoul,2024-04-17 11:32:00,On Time
FL-1736,QF7,Qantas,Los Angeles,2024-04-17 11:54:00,On Time
FL-1737,SQ213,Singapore Airlines,Singapore,2024-04-17 13:32:00,On Time
FL-1738,CX103,Cathay Pacific,Hong Kong,2024-04-17 15:42:00,On Time
FL-1739,QF1,Qantas,Singapore,2024-04-17 16:27:00,On Time
FL-1740,QR007,Qatar Airways,Doha,2024-04-17 20:50:00,On Time
FL-1741,EK413,Emirates,Dubai,2024-04-17 21:11:00,On Time
FL-1742,GA715,Garuda Indonesia,Bali,2024-04-18 07:27:00,On Time
FL-1743,TR13,Scoot,Singapore,2024-04-18 07:45:00,On Time
FL-1744,SQ211,Singapore Airlines,Singapore,2024-04-18 08:04:00,On Time
FL-1745,MH122,Malaysia Airlines,Kuala Lumpur,2024-04-18 08:46:00,Delayed
FL-1746,TG476,Thai Airways,Bangkok,2024-04-18 09:02:00,Delayed
FL-1747,MU502,China Eastern,Shanghai,2024-04-18 09:17:00,On Time
FL-1748,CA781,Air China,Beijing,2024-04-18 09:55:00,On Time
FL-1749,JL771,Japan Airlines,Tokyo,2024-04-18 10:00:00,On Time
FL-1750,CX101,Cathay Pacific,Hong Kong,2024-04-18 10:30:00,On Time
FL-1751,NH880,ANA,Tokyo,2024-04-18 11:18:00,On Time
FL-1752,KE601,Korean Air,Seoul,2024-04-18 11:35:00,On Time
FL-1753,QF7,Qantas,Los Angeles,2024-04-18 11:50:00,On Time
FL-1754,SQ213,Singapore Airlines,Singapore,2024-04-18 13:25:00,On Time
FL-1755,QF1,Qantas,Singapore,2024-04-18 16:27:00,On Time
FL-1756,UA839,United Airlines,Los Angeles,2024-04-18 20:58:00,On Time
FL-1757,EK413,Emirates,Dubai,2024-04-18 21:05:00,On Time
FL-1758,GA715,Garuda Indonesia,Bali,2024-04-19 07:26:00,On Time
FL-1759,SQ211,Singapore Airlines,Singapore,2024-04-19 07:56:00,On Time
FL-1760,5J32,Cebu Pacific,Manila,2024-04-19 07:57:00,On Time
FL-1761,MH122,Malaysia Airlines,Kuala Lumpur,2024-04-19 08:42:00,On Time
FL-1762,MU502,China Eastern,Shanghai,2024-04-19 09:19:00,On Time
FL-1763,PR211,Philippine Airlines,Manila,2024-04-19 09:26:00,On Time
FL-1764,OZ602,Asiana Airlines,Seoul,2024-04-19 09:43:00,On Time
FL-1765,JL771,Japan Airlines,Tokyo,2024-04-19 09:58:00,On Time
FL-1766,CX101,Cathay Pacific,Hong Kong,2024-04-19 10:34:00,On Time
FL-1767,KE601,Korean Air,Seoul,2024-04-19 11:26:00,On Time
FL-1768,QF7,Qantas,Los Angeles,2024-04-19 11:52:00,On Time
FL-1769,CX103,Cathay Pacific,Hong Kong,2024-04-19 15:40:00,On Time
FL-1770,QF1,Qantas,Singapore,2024-04-19 16:27:00,On Time
FL-1771,QR007,Qatar Airways,Doha,2024-04-19 20:41:00,On Time
FL-1772,EK413,Emirates,Dubai,2024-04-19 21:13:00,On Time
FL-1773,GA715,Garuda Indonesia,Bali,2024-04-20 07:29:00,On Time
FL-1774,TR13,Scoot,Singapore,2024-04-20 07:47:00,On Time
FL-1775,SQ211,Singapore Airlines,Singapore,2024-04-20 07:55:00,On Time
FL-1776,TG476,Thai Airways,Bangkok,2024-04-20 09:05:00,On Time
FL-1777,MU502,China Eastern,Shanghai,2024-04-20 09:12:00,On Time
FL-1778,PR211,Philippine Airlines,Manila,2024-04-20 09:34:00,On Time
FL-1779,OZ602,Asiana Airlines,Seoul,2024-04-20 09:44:00,On Time
FL-1780,JL771,Japan Airlines,Tokyo,2024-04-20 09:57:00,On Time
FL-1781,CX101,Cathay Pacific,Hong Kong,2024-04-20 10:30:00,On Time
FL-1782,NH880,ANA,Tokyo,2024-04-20 11:12:00,On Time
FL-1783,KE601,Korean Air,Seoul,2024-04-20 11:34:00,On Time
FL-1784,QF7,Qantas,Los Angeles,2024-04-20 11:59:00,On Time
FL-1785,SQ213,Singapore Airlines,Singapore,2024-04-20 13:26:00,On Time
FL-1786,QF1,Qantas,Singapore,2024-04-20 16:30:00,On Time
FL-1787,UA839,United Airlines,Los Angeles,2024-04-20 20:58:00,On Time
FL-1788,EK413,Emirates,Dubai,2024-04-20 21:14:00,On Time
FL-1789,GA715,Garuda Indonesia,Bali,2024-04-21 07:25:00,On Time
FL-1790,5J32,Cebu Pacific,Manila,2024-04-21 07:56:00,Delayed
FL-1791,SQ211,Singapore Airlines,Singapore,2024-04-21 08:04:00,Delayed
FL-1792,MH122,Malaysia Airlines,Kuala Lumpur,2024-04-21 08:40:00,On Time
FL-1793,TG476,Thai Airways,Bangkok,2024-04-21 08:55:00,On Time
FL-1794,MU502,China Eastern,Shanghai,2024-04-21 09:17:00,Cancelled
FL-1795,PR211,Philippine Airlines,Manila,2024-04-21 09:30:00,On Time
FL-1796,OZ602,Asiana Airlines,Seoul,2024-04-21 09:47:00,On Time
FL-1797,CA781,Air China,Beijing,2024-04-21 09:57:00,On Time
FL-1798,JL771,Japan Airlines,Tokyo,2024-04-21 09:59:00,On Time
FL-1799,CX101,Cathay Pacific,Hong Kong,2024-04-21 10:27:00,On Time
FL-1800,NH880,ANA,Tokyo,2024-04-21 11:18:00,On Time
FL-1801,KE601,Korean Air,Seoul,2024-04-21 11:33:00,On Time
FL-1802,QF7,Qantas,Los Angeles,2024-04-21 11:53:00,Delayed
FL-1803,SQ213,Singapore Airlines,Singapore,2024-04-21 13:32:00,On Time
FL-1804,CX103,Cathay Pacific,Hong Kong,2024-04-21 15:46:00,On Time
FL-1805,QF1,Qantas,Singapore,2024-04-21 16:31:00,On Time
FL-1806,QR007,Qatar Airways,Doha,2024-04-21 20:42:00,On Time
FL-1807,UA839,United Airlines,Los Angeles,2024-04-21 21:00:00,On Time
FL-1808,EK413,Emirates,Dubai,2024-04-21 21:08:00,On Time
FL-1809,GA715,Garuda Indonesia,Bali,2024-04-22 07:31:00,On Time
FL-1810,SQ211,Singapore Airlines,Singapore,2024-04-22 08:02:00,On Time
FL-1811,MH122,Malaysia Airlines,Kuala Lumpur,2024-04-22 08:43:00,Delayed
FL-1812,TG476,Thai Airways,Bangkok,2024-04-22 08:57:00,On Time
FL-1813,MU502,China Eastern,Shanghai,2024-04-22 09:13:00,On Time
FL-1814,PR211,Philippine Airlines,Manila,2024-04-22 09:27:00,On Time
FL-1815,OZ602,Asiana Airlines,Seoul,2024-04-22 09:45:00,On Time
FL-1816,JL771,Japan Airlines,Tokyo,2024-04-22 10:05:00,On Time
FL-1817,CX101,Cathay Pacific,Hong Kong,2024-04-22 10:27:00,On Time
FL-1818,KE601,Korean Air,Seoul,2024-04-22 11:34:00,On Time
FL-1819,QF7,Qantas,Los Angeles,2024-04-22 11:51:00,On Time
FL-1820,SQ213,Singapore Airlines,Singapore,2024-04-22 13:32:00,On Time
FL-1821,CX103,Cathay Pacific,Hong Kong,2024-04-22 15:47:00,On Time
FL-1822,QF1,Qantas,Singapore,2024-04-22 16:27:00,On Time
FL-1823,QR007,Qatar Airways,Doha,2024-04-22 20:43:00,On Time
FL-1824,EK413,Emirates,Dubai,2024-04-22 21:07:00,Delayed
FL-1825,GA715,Garuda Indonesia,Bali,2024-04-23 07:27:00,On Time
FL-1826,TR13,Scoot,Singapore,2024-04-23 07:40:00,Delayed
FL-1827,SQ211,Singapore Airlines,Singapore,2024-04-23 07:59:00,Delayed
FL-1828,5J32,Cebu Pacific,Manila,2024-04-23 08:05:00,On Time
FL-1829,MH122,Malaysia Airlines,Kuala Lumpur,2024-04-23 08:44:00,On Time
FL-1830,MU502,China Eastern,Shanghai,2024-04-23 09:12:00,On Time
FL-1831,CA781,Air China,Beijing,2024-04-23 10:04:00,Cancelled
FL-1832,JL771,Japan Airlines,Tokyo,2024-04-23 10:05:00,On Time
FL-1833,CX101,Cathay Pacific,Hong Kong,2024-04-23 10:30:00,On Time
FL-1834,NH880,ANA,Tokyo,2024-04-23 11:19:00,Delayed
FL-1835,KE601,Korean Air,Seoul,2024-04-23 11:31:00,On Time
FL-1836,QF7,Qantas,Los Angeles,2024-04-23 11:55:00,On Time
FL-1837,QF1,Qantas,Singapore,2024-04-23 16:27:00,On Time
FL-1838,UA839,United Airlines,Los Angeles,2024-04-23 21:05:00,On Time
FL-1839,EK413,Emirates,Dubai,2024-04-23 21:07:00,On Time
FL-1840,GA715,Garuda Indonesia,Bali,2024-04-24 07:30:00,On Time
FL-1841,SQ211,Singapore Airlines,Singapore,2024-04-24 08:04:00,On Time
FL-1842,TG476,Thai Airways,Bangkok,2024-04-24 09:00:00,Delayed
FL-1843,MU502,China Eastern,Shanghai,2024-04-24 09:13:00,Delayed
FL-1844,PR211,Philippine Airlines,Manila,2024-04-24 09:32:00,On Time
FL-1845,OZ602,Asiana Airlines,Seoul,2024-04-24 09:44:00,On Time
FL-1846,JL771,Japan Airlines,Tokyo,2024-04-24 09:57:00,On Time
FL-1847,CX101,Cathay Pacific,Hong Kong,2024-04-24 10:35:00,On Time
FL-1848,KE601,Korean Air,Seoul,2024-04-24 11:35:00,On Time
FL-1849,QF7,Qantas,Los Angeles,2024-04-24 11:55:00,On Time
FL-1850,SQ213,Singapore Airlines,Singapore,2024-04-24 13:28:00,On Time
FL-1851,CX103,Cathay Pacific,Hong Kong,2024-04-24 15:49:00,On Time
FL-1852,QF1,Qantas,Singapore,2024-04-24 16:28:00,On Time
FL-1853,QR007,Qatar Airways,Doha,2024-04-24 20:50:00,Delayed
FL-1854,EK413,Emirates,Dubai,2024-04-24 21:13:00,On Time
FL-1855,GA715,Garuda Indonesia,Bali,2024-04-25 07:25:00,On Time
FL-1856,TR13,Scoot,Singapore,2024-04-25 07:47:00,On Time
FL-1857,SQ211,Singapore Airlines,Singapore,2024-04-25 08:00:00,On Time
FL-1858,MH122,Malaysia Airlines,Kuala Lumpur,2024-04-25 08:42:00,On Time
FL-1859,TG476,Thai Airways,Bangkok,2024-04-25 09:05:00,On Time
FL-1860,MU502,China Eastern,Shanghai,2024-04-25 09:19:00,On Time
FL-1861,CA781,Air China,Beijing,2024-04-25 09:58:00,On Time
FL-1862,JL771,Japan Airlines,Tokyo,2024-04-25 09:59:00,On Time
FL-1863,CX101,Cathay Pacific,Hong Kong,2024-04-25 10:26:00,On Time
FL-1864,NH880,ANA,Tokyo,2024-04-25 11:17:00,On Time
FL-1865,KE601,Korean Air,Seoul,2024-04-25 11:34:00,On Time
FL-1866,QF7,Qantas,Los Angeles,2024-04-25 11:59:00,On Time
FL-1867,SQ213,Singapore Airlines,Singapore,2024-04-25 13:27:00,On Time
FL-1868,QF1,Qantas,Singapore,2024-04-25 16:33:00,On Time
FL-1869,UA839,United Airlines,Los Angeles,2024-04-25 21:03:00,On Time
FL-1870,EK413,Emirates,Dubai,2024-04-25 21:06:00,On Time
FL-1871,GA715,Garuda Indonesia,Bali,2024-04-26 07:27:00,On Time
FL-1872,SQ211,Singapore Airlines,Singapore,2024-04-26 08:05:00,On Time
FL-1873,5J32,Cebu Pacific,Manila,2024-04-26 08:05:00,On Time
FL-1874,MH122,Malaysia Airlines,Kuala Lumpur,2024-04-26 08:49:00,On Time
FL-1875,MU502,China Eastern,Shanghai,2024-04-26 09:20:00,On Time
FL-1876,PR211,Philippine Airlines,Manila,2024-04-26 09:30:00,On Time
FL-1877,OZ602,Asiana Airlines,Seoul,2024-04-26 09:41:00,On Time
FL-1878,JL771,Japan Airlines,Tokyo,2024-04-26 09:58:00,On Time
FL-1879,CX101,Cathay Pacific,Hong Kong,2024-04-26 10:31:00,On Time
FL-1880,KE601,Korean Air,Seoul,2024-04-26 11:27:00,On Time
FL-1881,QF7,Qantas,Los Angeles,2024-04-26 11:55:00,On Time
FL-1882,CX103,Cathay Pacific,Hong Kong,2024-04-26 15:44:00,On Time
FL-1883,QF1,Qantas,Singapore,2024-04-26 16:35:00,On Time
FL-1884,QR007,Qatar Airways,Doha,2024-04-26 20:42:00,On Time
FL-1885,EK413,Emirates,Dubai,2024-04-26 21:07:00,On Time
FL-1886,GA715,Garuda Indonesia,Bali,2024-04-27 07:29:00,Delayed
FL-1887,TR13,Scoot,Singapore,2024-04-27 07:46:00,On Time
FL-1888,SQ211,Singapore Airlines,Singapore,2024-04-27 07:59:00,Delayed
FL-1889,TG476,Thai Airways,Bangkok,2024-04-27 09:05:00,Delayed
FL-1890,MU502,China Eastern,Shanghai,2024-04-27 09:14:00,Delayed
FL-1891,PR211,Philippine Airlines,Manila,2024-04-27 09:35:00,On Time
FL-1892,OZ602,Asiana Airlines,Seoul,2024-04-27 09:50:00,On Time
FL-1893,JL771,Japan Airlines,Tokyo,2024-04-27 10:00:00,On Time
FL-1894,CX101,Cathay Pacific,Hong Kong,2024-04-27 10:35:00,On Time
FL-1895,NH880,ANA,Tokyo,2024-04-27 11:16:00,On Time
FL-1896,KE601,Korean Air,Seoul,2024-04-27 11:26:00,On Time
FL-1897,QF7,Qantas,Los Angeles,2024-04-27 11:53:00,On Time
FL-1898,SQ213,Singapore Airlines,Singapore,2024-04-27 13:27:00,On Time
FL-1899,QF1,Qantas,Singapore,2024-04-27 16:30:00,On Time
FL-1900,UA839,United Airlines,Los Angeles,2024-04-27 20:59:00,On Time
FL-1901,EK413,Emirates,Dubai,2024-04-27 21:09:00,On Time
FL-1902,GA715,Garuda Indonesia,Bali,2024-04-28 07:31:00,On Time
FL-1903,5J32,Cebu Pacific,Manila,2024-04-28 07:59:00,On Time
FL-1904,SQ211,Singapore Airlines,Singapore,2024-04-28 08:05:00,Delayed
FL-1905,MH122,Malaysia Airlines,Kuala Lumpur,2024-04-28 08:41:00,On Time
FL-1906,TG476,Thai Airways,Bangkok,2024-04-28 08:56:00,On Time
FL-1907,MU502,China Eastern,Shanghai,2024-04-28 09:12:00,On Time
FL-1908,PR211,Philippine Airlines,Manila,2024-04-28 09:30:00,On Time
FL-1909,OZ602,Asiana Airlines,Seoul,2024-04-28 09:46:00,On Time
FL-1910,JL771,Japan Airlines,Tokyo,2024-04-28 09:59:00,Cancelled
FL-1911,CA781,Air China,Beijing,2024-04-28 10:00:00,On Time
FL-1912,CX101,Cathay Pacific,Hong Kong,2024-04-28 10:29:00,On Time
FL-1913,NH880,ANA,Tokyo,2024-04-28 11:14:00,Delayed
FL-1914,KE601,Korean Air,Seoul,2024-04-28 11:28:00,On Time
FL-1915,QF7,Qantas,Los Angeles,2024-04-28 11:51:00,On Time
FL-1916,SQ213,Singapore Airlines,Singapore,2024-04-28 13:28:00,On Time
FL-1917,CX103,Cathay Pacific,Hong Kong,2024-04-28 15:45:00,On Time
FL-1918,QF1,Qantas,Singapore,2024-04-28 16:35:00,Delayed
FL-1919,QR007,Qatar Airways,Doha,2024-04-28 20:45:00,On Time
FL-1920,UA839,United Airlines,Los Angeles,2024-04-28 20:57:00,On Time
FL-1921,EK413,Emirates,Dubai,2024-04-28 21:14:00,Delayed
FL-1922,GA715,Garuda Indonesia,Bali,2024-04-29 07:25:00,On Time
FL-1923,SQ211,Singapore Airlines,Singapore,2024-04-29 07:59:00,On Time
FL-1924,MH122,Malaysia Airlines,Kuala Lumpur,2024-04-29 08:50:00,On Time
FL-1925,TG476,Thai Airways,Bangkok,2024-04-29 09:02:00,On Time
FL-1926,MU502,China Eastern,Shanghai,2024-04-29 09:17:00,On Time
FL-1927,PR211,Philippine Airlines,Manila,2024-04-29 09:28:00,On Time
FL-1928,OZ602,Asiana Airlines,Seoul,2024-04-29 09:46:00,On Time
FL-1929,JL771,Japan Airlines,Tokyo,2024-04-29 10:05:00,On Time
FL-1930,CX101,Cathay Pacific,Hong Kong,2024-04-29 10:30:00,On Time
FL-1931,KE601,Korean Air,Seoul,2024-04-29 11:33:00,On Time
FL-1932,QF7,Qantas,Los Angeles,2024-04-29 11:50:00,On Time
FL-1933,SQ213,Singapore Airlines,Singapore,2024-04-29 13:33:00,On Time
FL-1934,CX103,Cathay Pacific,Hong Kong,2024-04-29 15:46:00,On Time
FL-1935,QF1,Qantas,Singapore,2024-04-29 16:25:00,On Time
FL-1936,QR007,Qatar Airways,Doha,2024-04-29 20:44:00,On Time
FL-1937,EK413,Emirates,Dubai,2024-04-29 21:09:00,Cancelled
FL-1938,GA715,Garuda Indonesia,Bali,2024-04-30 07:27:00,Cancelled
FL-1939,TR13,Scoot,Singapore,2024-04-30 07:40:00,On Time
FL-1940,SQ211,Singapore Airlines,Singapore,2024-04-30 07:55:00,On Time
FL-1941,5J32,Cebu Pacific,Manila,2024-04-30 07:58:00,On Time
FL-1942,MH122,Malaysia Airlines,Kuala Lumpur,2024-04-30 08:44:00,Delayed
FL-1943,MU502,China Eastern,Shanghai,2024-04-30 09:12:00,On Time
FL-1944,JL771,Japan Airlines,Tokyo,2024-04-30 09:55:00,On Time
FL-1945,CA781,Air China,Beijing,2024-04-30 10:03:00,On Time
FL-1946,CX101,Cathay Pacific,Hong Kong,2024-04-30 10:34:00,On Time
FL-1947,NH880,ANA,Tokyo,2024-04-30 11:19:00,On Time
FL-1948,KE601,Korean Air,Seoul,2024-04-30 11:34:00,On Time
FL-1949,QF7,Qantas,Los Angeles,2024-04-30 11:56:00,On Time
FL-1950,QF1,Qantas,Singapore,2024-04-30 16:29:00,On Time
FL-1951,UA839,United Airlines,Los Angeles,2024-04-30 20:59:00,On Time
FL-1952,EK413,Emirates,Dubai,2024-04-30 21:08:00,On Time
FL-1953,GA715,Garuda Indonesia,Bali,2024-05-01 07:31:00,On Time
FL-1954,SQ211,Singapore Airlines,Singapore,2024-05-01 08:00:00,On Time
FL-1955,TG476,Thai Airways,Bangkok,2024-05-01 09:01:00,On Time
FL-1956,MU502,China Eastern,Shanghai,2024-05-01 09:14:00,On Time
FL-1957,PR211,Philippine Airlines,Manila,2024-05-01 09:30:00,On Time
FL-1958,OZ602,Asiana Airlines,Seoul,2024-05-01 09:45:00,On Time
FL-1959,JL771,Japan Airlines,Tokyo,2024-05-01 09:55:00,On Time
FL-1960,CX101,Cathay Pacific,Hong Kong,2024-05-01 10:26:00,On Time
FL-1961,KE601,Korean Air,Seoul,2024-05-01 11:28:00,On Time
FL-1962,QF7,Qantas,Los Angeles,2024-05-01 11:51:00,On Time
FL-1963,SQ213,Singapore Airlines,Singapore,2024-05-01 13:33:00,On Time
FL-1964,CX103,Cathay Pacific,Hong Kong,2024-05-01 15:40:00,On Time
FL-1965,QF1,Qantas,Singapore,2024-05-01 16:30:00,On Time
FL-1966,QR007,Qatar Airways,Doha,2024-05-01 20:48:00,On Time
FL-1967,EK413,Emirates,Dubai,2024-05-01 21:09:00,On Time
FL-1968,GA715,Garuda Indonesia,Bali,2024-05-02 07:29:00,On Time
FL-1969,TR13,Scoot,Singapore,2024-05-02 07:41:00,Delayed
FL-1970,SQ211,Singapore Airlines,Singapore,2024-05-02 07:56:00,On Time
FL-1971,MH122,Malaysia Airlines,Kuala Lumpur,2024-05-02 08:46:00,On Time
FL-1972,TG476,Thai Airways,Bangkok,2024-05-02 09:02:00,On Time
FL-1973,MU502,China Eastern,Shanghai,2024-05-02 09:11:00,On Time
FL-1974,JL771,Japan Airlines,Tokyo,2024-05-02 09:57:00,On Time
FL-1975,CA781,Air China,Beijing,2024-05-02 09:57:00,Delayed
FL-1976,CX101,Cathay Pacific,Hong Kong,2024-05-02 10:25:00,On Time
FL-1977,NH880,ANA,Tokyo,2024-05-02 11:13:00,On Time
FL-1978,KE601,Korean Air,Seoul,2024-05-02 11:32:00,On Time
FL-1979,QF7,Qantas,Los Angeles,2024-05-02 11:56:00,On Time
FL-1980,SQ213,Singapore Airlines,Singapore,2024-05-02 13:30:00,On Time
FL-1981,QF1,Qantas,Singapore,2024-05-02 16:30:00,On Time
FL-1982,UA839,United Airlines,Los Angeles,2024-05-02 21:01:00,Delayed
FL-1983,EK413,Emirates,Dubai,2024-05-02 21:09:00,On Time
FL-1984,GA715,Garuda Indonesia,Bali,2024-05-03 07:27:00,On Time
FL-1985,5J32,Cebu Pacific,Manila,2024-05-03 07:55:00,On Time
FL-1986,SQ211,Singapore Airlines,Singapore,2024-05-03 07:57:00,On Time
FL-1987,MH122,Malaysia Airlines,Kuala Lumpur,2024-05-03 08:44:00,On Time
FL-1988,MU502,China Eastern,Shanghai,2024-05-03 09:15:00,On Time
FL-1989,PR211,Philippine Airlines,Manila,2024-05-03 09:32:00,On Time
FL-1990,OZ602,Asiana Airlines,Seoul,2024-05-03 09:40:00,On Time
FL-1991,JL771,Japan Airlines,Tokyo,2024-05-03 10:02:00,Delayed
FL-1992,CX101,Cathay Pacific,Hong Kong,2024-05-03 10:25:00,On Time
FL-1993,KE601,Korean Air,Seoul,2024-05-03 11:26:00,On Time
FL-1994,QF7,Qantas,Los Angeles,2024-05-03 11:56:00,On Time
FL-1995,CX103,Cathay Pacific,Hong Kong,2024-05-03 15:47:00,On Time
FL-1996,QF1,Qantas,Singapore,2024-05-03 16:25:00,On Time
FL-1997,QR007,Qatar Airways,Doha,2024-05-03 20:40:00,On Time
FL-1998,EK413,Emirates,Dubai,2024-05-03 21:11:00,On Time
FL-1999,GA715,Garuda Indonesia,Bali,2024-05-04 07:26:00,On Time
FL-2000,TR13,Scoot,Singapore,2024-05-04 07:44:00,On Time
FL-2001,SQ211,Singapore Airlines,Singapore,2024-05-04 07:56:00,On Time
FL-2002,TG476,Thai Airways,Bangkok,2024-05-04 09:04:00,On Time
FL-2003,MU502,China Eastern,Shanghai,2024-05-04 09:13:00,On Time
FL-2004,PR211,Philippine Airlines,Manila,2024-05-04 09:25:00,On Time
FL-2005,OZ602,Asiana Airlines,Seoul,2024-05-04 09:50:00,On Time
FL-2006,JL771,Japan Airlines,Tokyo,2024-05-04 10:04:00,On Time
FL-2007,CX101,Cathay Pacific,Hong Kong,2024-05-04 10:27:00,On Time
FL-2008,NH880,ANA,Tokyo,2024-05-04 11:19:00,On Time
FL-2009,KE601,Korean Air,Seoul,2024-05-04 11:31:00,On Time
FL-2010,QF7,Qantas,Los Angeles,2024-05-04 11:59:00,On Time
FL-2011,SQ213,Singapore Airlines,Singapore,2024-05-04 13:34:00,Cancelled
FL-2012,QF1,Qantas,Singapore,2024-05-04 16:34:00,On Time
FL-2013,UA839,United Airlines,Los Angeles,2024-05-04 21:05:00,On Time
FL-2014,EK413,Emirates,Dubai,2024-05-04 21:06:00,Cancelled
FL-2015,GA715,Garuda Indonesia,Bali,2024-05-05 07:26:00,Delayed
FL-2016,SQ211,Singapore Airlines,Singapore,2024-05-05 07:59:00,On Time
FL-2017,5J32,Cebu Pacific,Manila,2024-05-05 08:01:00,On Time
FL-2018,MH122,Malaysia Airlines,Kuala Lumpur,2024-05-05 08:44:00,On Time
FL-2019,TG476,Thai Airways,Bangkok,2024-05-05 08:56:00,On Time
FL-2020,MU502,China Eastern,Shanghai,2024-05-05 09:15:00,On Time
FL-2021,PR211,Philippine Airlines,Manila,2024-05-05 09:31:00,On Time
FL-2022,OZ602,Asiana Airlines,Seoul,2024-05-05 09:43:00,On Time
FL-2023,CA781,Air China,Beijing,2024-05-05 09:59:00,On Time
FL-2024,JL771,Japan Airlines,Tokyo,2024-05-05 10:00:00,On Time
FL-2025,CX101,Cathay Pacific,Hong Kong,2024-05-05 10:33:00,On Time
FL-2026,NH880,ANA,Tokyo,2024-05-05 11:12:00,On Time
FL-2027,KE601,Korean Air,Seoul,2024-05-05 11:30:00,On Time
FL-2028,QF7,Qantas,Los Angeles,2024-05-05 11:54:00,On Time
FL-2029,SQ213,Singapore Airlines,Singapore,2024-05-05 13:32:00,On Time
FL-2030,CX103,Cathay Pacific,Hong Kong,2024-05-05 15:44:00,On Time
FL-2031,QF1,Qantas,Singapore,2024-05-05 16:27:00,On Time
FL-2032,QR007,Qatar Airways,Doha,2024-05-05 20:47:00,On Time
FL-2033,UA839,United Airlines,Los Angeles,2024-05-05 21:01:00,On Time
FL-2034,EK413,Emirates,Dubai,2024-05-05 21:07:00,On Time
FL-2035,GA715,Garuda Indonesia,Bali,2024-05-06 07:32:00,On Time
FL-2036,SQ211,Singapore Airlines,Singapore,2024-05-06 07:55:00,On Time
FL-2037,MH122,Malaysia Airlines,Kuala Lumpur,2024-05-06 08:43:00,On Time
FL-2038,TG476,Thai Airways,Bangkok,2024-05-06 08:56:00,Cancelled
FL-2039,MU502,China Eastern,Shanghai,2024-05-06 09:17:00,On Time
FL-2040,PR211,Philippine Airlines,Manila,2024-05-06 09:26:00,On Time
FL-2041,OZ602,Asiana Airlines,Seoul,2024-05-06 09:40:00,On Time
FL-2042,JL771,Japan Airlines,Tokyo,2024-05-06 09:57:00,On Time
FL-2043,CX101,Cathay Pacific,Hong Kong,2024-05-06 10:32:00,On Time
FL-2044,KE601,Korean Air,Seoul,2024-05-06 11:26:00,On Time
FL-2045,QF7,Qantas,Los Angeles,2024-05-06 11:56:00,On Time
FL-2046,SQ213,Singapore Airlines,Singapore,2024-05-06 13:28:00,On Time
FL-2047,CX103,Cathay Pacific,Hong Kong,2024-05-06 15:43:00,On Time
FL-2048,QF1,Qantas,Singapore,2024-05-06 16:25:00,On Time
